緯度,経度,名称,住所,区,種別,電話番号,定員,保育時間,対象
35.882,139.629791,COCOAS KIDS International School 大宮与野校,埼玉県さいたま市中央区下落合6-4-5 2階,中央区,認可外保育,048-782-5791,75,,
35.863029,139.60524,そよかぜ保育室,埼玉県さいたま市桜区下大久保635,桜区,認可外保育,048-857-9619,32,,
35.858334,139.618225,都市型保育園ポポラー埼玉さくら園,埼玉県さいたま市桜区道場2-1-1 サクラディアアミューズコート1階,桜区,認可外保育,048-851-0020,57,,
35.84956,139.63266,保育園いつもいっしょ,埼玉県さいたま市桜区田島4-9-8,桜区,認可外保育,048-740-7202,12,,
35.858166,139.620728,むうみんさくら保育園,埼玉県さいたま市桜区町谷3-9-7,桜区,認可外保育,048-789-6151,50,,
35.863857,139.623322,中島保育園,埼玉県さいたま市桜区中島3-3-3,桜区,認可外保育,048-762-3090,12,,
35.873203,139.607147,もりなか保育園,埼玉県さいたま市桜区神田236-1,桜区,認可外保育,048-628-4545,10,,
35.849243,139.657974,かまち保育室,埼玉県さいたま市浦和区神明2-23-4,浦和区,認可外保育,048-822-1052,10,,
35.871296,139.644363,ナーサリールーム森のおうち,埼玉県さいたま市浦和区常盤9-31-17 2階,浦和区,認可外保育,048-832-6540,35,,
35.854584,139.666824,都市型保育園ポポラー埼玉南浦和園,埼玉県さいたま市浦和区前地1-16-8 プラウドシティ浦和センターハウス内,浦和区,認可外保育,048-811-4040,31,,
35.857357,139.658813,Ohana浦和駅前保育園,埼玉県さいたま市浦和区東高砂町3-3 1階,浦和区,認可外保育,048-749-1608,17,,
35.869659,139.649277,彩の調こども園北浦和校,埼玉県さいたま市浦和区常盤3-23-7 大黒屋レヂデンスⅡ１０２,浦和区,認可外保育,048-717-8884,26,,
35.861946,139.664429,みらいステップ浦和園,埼玉県さいたま市浦和区本太1-9-5 日清マンション102号室,浦和区,認可外保育,048-813-0011,19,,
35.879021,139.666077,保育所ちびっこランド瀬ヶ崎園,埼玉県さいたま市浦和区瀬ヶ崎3-9-12 ESビル1階,浦和区,認可外保育,048-816-3814,28,,
35.869831,139.645844,りとるうぃず北浦和駅前保育園,埼玉県さいたま市浦和区常盤9-12-4,浦和区,認可外保育,048-816-3681,41,,
35.864342,139.662201,浦和母の会みんなの家,埼玉県さいたま市浦和区本太1-24-8,浦和区,認可外保育,048-816-5529,12,,
35.860062,139.652023,アルページュ保育園浦和,埼玉県さいたま市浦和区仲町2-11-12 1階,浦和区,認可外保育,048-767-8675,12,,
35.883163,139.655106,つぼみ保育園,埼玉県さいたま市浦和区領家4-25-3,浦和区,認可外保育,048-628-2115,12,,
35.884354,139.639572,ニチイキッズ与野駅前保育園,埼玉県さいたま市浦和区上木崎1-2-5 東栄アネックス1F,浦和区,認可外保育,048-825-1125,19,,
35.880463,139.642166,りとるうぃず針ヶ谷保育園,埼玉県さいたま市浦和区針ヶ谷1-4-12,浦和区,認可外保育,048-789-7255,19,,
35.856602,139.654831,みらいステップ浦和駅前園,埼玉県さいたま市浦和区岸町4-26-23 1階,浦和区,認可外保育,048-825-8580,19,,
35.882656,139.643753,キッズカサイ,埼玉県さいたま市浦和区針ヶ谷2-14-3,浦和区,認可外保育,048-833-7775,12,,
35.883484,139.638428,保育ルームKanon waltz,埼玉県さいたま市浦和区上木崎1-9-1 YNビル201,浦和区,認可外保育,080-5944-3322,25,,
35.857616,139.652802,保育園オレンジプラネット,埼玉県さいたま市浦和区高砂2-4-6 市民文化センタービル2階,浦和区,認可外保育,048-826-5659,64,,
35.853928,139.654922,Saitama English Academy,埼玉県さいたま市浦和区岸町6-1-2 2階,浦和区,認可外保育,048-714-0234,45,,
35.856964,139.657883,International Preschool Blue Dolphins浦和校,埼玉県さいたま市浦和区高砂1-2-1 エイペックスタワー2-209,浦和区,認可外保育,048-833-1149,28,,
35.868534,139.64743,Nursery Room はっぴぃきゃすけっと,埼玉県さいたま市浦和区常盤9-9-1オールトキワビル２階,浦和区,認可外保育,080-4733-8963,19,,
35.875294,139.649368,アメリカンプリスクール サイタマ,埼玉県さいたま市浦和区北浦和1-19-10,浦和区,認可外保育,048-884-5608,18,,
35.865685,139.646164,みなもと幼保園,埼玉県さいたま市浦和区常盤7-3-18 サニーコートトキワ1F,浦和区,認可外保育,048-606-3720,50,,
35.843414,139.658875,あんふぁん保育室,埼玉県さいたま市南区根岸4-17-9,南区,認可外保育,048-844-3011,7,,
35.851147,139.690872,ナーサリールームほりい保育園,埼玉県さいたま市南区円正寺59-3,南区,認可外保育,048-887-3796,68,,
35.847828,139.671906,小鳩ナーサリースクール,埼玉県さいたま市南区南浦和2-42-18,南区,認可外保育,048-887-2956,81,,
35.847149,139.667038,あい保育園アネックス,埼玉県さいたま市南区南本町2-11-2 リトルレイク南浦和１階,南区,認可外保育,048-706-4191,53,,
35.845612,139.666733,彩の調こども園,埼玉県さいたま市南区南本町1-14-8 エスポワール南浦和102,南区,認可外保育,048-877-5363,46,,
35.847355,139.63533,保育ルームぽけっと,埼玉県さいたま市南区鹿手袋7-10-14,南区,認可外保育,048-837-3561,18,,
35.829372,139.66098,みらいステップさいたま辻園,埼玉県さいたま市南区辻8-24-10 ガーデンシティ北戸田2階,南区,認可外保育,048-767-3457,19,,
35.841007,139.645645,都市型保育園ポポラー埼玉武蔵浦和園,埼玉県さいたま市南区沼影2-6-19,南区,認可外保育,048-816-4404,45,,
35.848568,139.66864,きっずあいらんど,埼玉県さいたま市南区南浦和2-24-19,南区,認可外保育,048-753-9948,18,,
35.851627,139.642548,埼玉ヤクルト保育園 別所もぐもぐ保育ルーム,埼玉県さいたま市南区別所2-37-17,南区,認可外保育,080-4143-8163,30,,
35.85487,139.644608,ココス・キッズワールド英語保育室,埼玉県さいたま市南区別所3-18-25 MSビル1階,南区,認可外保育,048-844-6070,18,,
35.84586,139.645828,ＩＣＥモンテッソーリこどものいえ武蔵浦和,埼玉県さいたま市南区別所7-21-1 プラウドタワーマークス武蔵浦和207,南区,認可外保育,050-1790-0513,20,,
35.854988,139.645157,ココス・キッズワールドEnglish CCC,埼玉県さいたま市南区別所3-17-24 岡安ビル2階,南区,認可外保育,048-767-4333,45,,
35.847374,139.646637,グリーンベアインターナショナル,埼玉県さいたま市南区別所6-5-1,南区,認可外保育,048-844-6363,156,,
35.845863,139.667114,ズー・フォニックス・アカデミー南浦和校,埼玉県さいたま市南区南本町1-14-5 第3小池ビル3階,南区,認可外保育,048-710-5171,35,,
35.844528,139.649307,Kids Duo International 武蔵浦和,埼玉県さいたま市南区白幡5-3-21,南区,認可外保育,048-861-0007,432,,
35.854294,139.691254,あおぞら保育園,埼玉県さいたま市南区大谷口5702,南区,認可外保育,048-711-4700,6,,
35.852314,139.643387,たんぽぽのおうち,埼玉県さいたま市南区別所3-35-8,南区,認可外保育,090-3007-6483,3,,
35.861595,139.677139,にこらんど,埼玉県さいたま市南区大谷口1085-11,南区,認可外保育,090-6927-7935,8,,
35.863644,139.7052,インフィニティ保育園東浦和園,埼玉県さいたま市緑区東浦和1-14-7,緑区,認可外保育,048-753-9411,19,,
35.862206,139.696594,のびっこ保育園,埼玉県さいたま市緑区東浦和2-65-2 2階,緑区,認可外保育,048-873-4524,36,,
35.868923,139.70462,ぴよぴよ保育園,埼玉県さいたま市緑区東浦和5-18-3,緑区,認可外保育,048-876-1000,24,,
35.864899,139.673019,うらわの森保育園genius,埼玉県さいたま市緑区太田窪3-3-5,緑区,認可外保育,048-708-2622,12,,
35.889812,139.665237,コスモス保育園 浦和けやき園,埼玉県さいたま市緑区山崎1-10-20,緑区,認可外保育,048-711-1527,15,,
35.885979,139.671051,Karugamo English School 三室校,埼玉県さいたま市緑区三室987-7,緑区,認可外保育,048-873-8558,80,,
35.888969,139.730484,たけうち保育室,埼玉県さいたま市緑区大門2755-28,緑区,認可外保育,048-878-3433,7,,
35.871113,139.684143,いちょう保育園,埼玉県さいたま市緑区さいたま市緑区道祖土2-16-11 グレイスビル102号室,緑区,認可外保育,048-789-6455,10,,
35.87175,139.70726,ポミエ保育園,埼玉県さいたま市緑区東浦和6-11-3 鷲崎ハイツ105,緑区,認可外保育,070-9059-1737,3,,
35.881989,139.671265,Sho`s Mama 一時預かり保育室,埼玉県さいたま市緑区三室1200-1,緑区,認可外保育,070-6482-5324,8,,
35.89838,139.735229,春風保育園,埼玉県さいたま市岩槻区美園東1-8-1 ルメート101号,岩槻区,認可外保育,048-797-7570,17,,
35.94471,139.736984,岩槻バンビ保育園,埼玉県さいたま市岩槻区増長112,岩槻区,認可外保育,048-799-1150,64,,
35.96526,139.711349,Blooming International School,埼玉県さいたま市岩槻区東岩槻1-8-1 笹屋ビルⅡ,岩槻区,認可外保育,048-796-3722,30,,
